bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,4051,491,3560,0.5313852813852814,0.21445783132530122,0.9073742066513948,0.2875717935642241
bin_2,2023,90,1933,0.09740259740259741,0.11644578313253012,-0.17857290617511537,0.0034005970186265708
bin_3,11450,343,11107,0.3712121212121212,0.6690963855421687,-0.5891544692982297,0.17549984566366267
