bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,13562,417,13145,0.4512987012987013,0.7918674698795181,-0.5622646126622297,0.19148976675094548
bin_2,3962,507,3455,0.5487012987012987,0.20813253012048194,0.9693791700923632,0.33014027024625026
