variable,var_type,bin,count,bads,goods,dist_bad,dist_good,woe,iv_component,iv_total
spashaber_prom_6med,num,bin_2,15525,615,14910,0.6655844155844156,0.8981927710843374,-0.2997192372493158,0.06971719888825424,0.3463591003660831
spashaber_prom_12med,num,bin_1,2008,274,1734,0.29653679653679654,0.1044578313253012,1.0433878517505335,0.2004128588784876,0.2467833601864805
spashaber_prom_12med,num,bin_2,15516,650,14866,0.7034632034632035,0.8955421686746988,-0.24141373969260557,0.04637050130799299,0.2467833601864805
rat_prpas_sact_6med,num,bin_1,1994,342,1652,0.37012987012987014,0.09951807228915663,1.3135146856846323,0.3554525705832981,0.5502104187026392
rat_prpas_sact_6med,num,bin_2,1993,153,1840,0.16558441558441558,0.1108433734939759,0.40136297349235467,0.021971027425489016,0.5502104187026392
rat_prpas_sact_6med,num,bin_3,13537,429,13108,0.4642857142857143,0.7896385542168675,-0.5310751881877378,0.1727868206938521,0.5502104187026392
rat_prpas_sact_12med,num,bin_1,2002,307,1695,0.33225108225108224,0.10210843373493976,1.179855630475597,0.271535099664337,0.529841050172756
rat_prpas_sact_12med,num,bin_2,2002,164,1838,0.1774891774891775,0.11072289156626507,0.4718790276115165,0.0315056100785364,0.529841050172756
rat_prpas_sact_12med,num,bin_3,6006,281,5725,0.3041125541125541,0.34487951807228917,-0.1257972563857443,0.005128372217311189,0.529841050172756
rat_prpas_sact_12med,num,bin_6,7514,172,7342,0.18614718614718614,0.44228915662650603,-0.8654261845403761,0.22167196821257143,0.529841050172756
rat_spas_sact_6med,num,bin_1,1994,318,1676,0.34415584415584416,0.10096385542168675,1.2263320044410988,0.2982341190083764,0.497339812101311
rat_spas_sact_6med,num,bin_2,1993,169,1824,0.1829004329004329,0.10987951807228916,0.5095574469917471,0.03720835093683073,0.497339812101311
rat_spas_sact_6med,num,bin_3,13537,437,13100,0.47294372294372294,0.7891566265060241,-0.5119884113907023,0.16189734215610393,0.497339812101311
rat_spas_sact_12med,num,bin_1,2002,282,1720,0.3051948051948052,0.10361445783132531,1.080273403833565,0.2177618879922988,0.4526724790352138
rat_spas_sact_12med,num,bin_2,2002,164,1838,0.1774891774891775,0.11072289156626507,0.4718790276115165,0.0315056100785364,0.4526724790352138
rat_spas_sact_12med,num,bin_3,4004,225,3779,0.2435064935064935,0.22765060240963855,0.06733160155788158,0.0010676025416785995,0.4526724790352138
rat_spas_sact_12med,num,bin_5,9516,253,9263,0.27380952380952384,0.5580120481927711,-0.7119478578235567,0.2023373784227,0.4526724790352138
rat_spas_snet_6med,num,bin_1,1998,244,1754,0.26406926406926406,0.10566265060240963,0.915959955064024,0.1450941145529442,0.1759750160425919
rat_spas_snet_6med,num,bin_2,15526,680,14846,0.7359307359307359,0.8943373493975904,-0.19494704680438948,0.030880901489647714,0.1759750160425919
rat_spas_snet_12med,num,bin_1,16043,870,15173,0.9415584415584416,0.9140361445783133,0.029666302826338746,0.000816484796688915,0.0114373300696868
rat_spas_snet_12med,num,bin_9,1481,54,1427,0.05844155844155844,0.08596385542168675,-0.3858996682096116,0.010620845272997908,0.0114373300696868
saldispopera_6med,num,bin_1,10777,706,10071,0.7640692640692641,0.6066867469879518,0.23064585454804792,0.036299625143142035,0.1167328100173353
saldispopera_6med,num,bin_2,6747,218,6529,0.23593073593073594,0.39331325301204817,-0.5110681056945939,0.08043318487419332,0.1167328100173353
saldispopera_12med,num,bin_1,10781,687,10094,0.7435064935064936,0.6080722891566265,0.20108372802509217,0.027233614712783426,0.0846542046266075
saldispopera_12med,num,bin_2,6743,237,6506,0.2564935064935065,0.39192771084337347,-0.423974063195215,0.05742058991382416,0.0846542046266075
limite_6med,num,bin_1,1938,133,1805,0.14393939393939395,0.10873493975903614,0.280479160157723,0.009874115742317799,0.0112928796904814
limite_6med,num,bin_2,15586,791,14795,0.8560606060606061,0.8912650602409639,-0.04030069436370568,0.0014187639481636797,0.0112928796904814
