bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,3798,284,3514,0.30735930735930733,0.2116867469879518,0.3729098721171139,0.03567724225319904
bin_6,13726,640,13086,0.6926406926406926,0.7883132530120482,-0.12938415637301612,0.012378513511694302
