bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,1393,326,1067,0.3528138528138528,0.06427710843373494,1.7027370327679048,0.4913021999703134
bin_4,16131,598,15533,0.6471861471861472,0.9357228915662651,-0.36868541533432514,0.10637928944099777
