bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,2418,95,2323,0.10281385281385282,0.13993975903614458,-0.30829193846691794,0.01144561759661134
bin_4,15106,829,14277,0.8971861471861472,0.8600602409638555,0.042260928049025176,0.0015689752516151268
