bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,12369,773,11596,0.8365800865800865,0.6985542168674699,0.18030946124882616,0.02488737020628258
bin_8,5155,151,5004,0.1634199134199134,0.3014457831325301,-0.612267132068927,0.08450870340026322
