bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,2191,36,2155,0.03896103896103896,0.12981927710843374,-1.203581161378788,0.10935526379027191
bin_2,13142,746,12396,0.8073593073593074,0.7467469879518073,0.07804238399907239,0.004730329906274552
bin_8,2191,142,2049,0.15367965367965367,0.12343373493975904,0.21916581206531136,0.006628871342290425
