bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,1547,93,1454,0.10064935064935066,0.08759036144578314,0.13897173776274166,0.0018148304230446595
bin_2,15977,831,15146,0.8993506493506493,0.9124096385542169,-0.01441605211536931,0.00018825906893267448
