bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,4012,87,3925,0.09415584415584416,0.23644578313253012,-0.9207676088589746,0.13101596687625253
bin_3,13512,837,12675,0.9058441558441559,0.7635542168674698,0.17088314473304192,0.024314952236208748
