bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,1657,16,1641,0.017316017316017316,0.09885542168674699,-1.7420264661473592,0.14204380044770276
bin_2,15867,908,14959,0.9826839826839827,0.901144578313253,0.08662187692978293,0.007063096250329153
