bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,10066,639,9427,0.6915584415584416,0.5678915662650602,0.19701716568433503,0.024364497259340118
bin_9,7458,285,7173,0.30844155844155846,0.43210843373493973,-0.3371441731548334,0.041693566417428926
