bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,1977,136,1841,0.1471861471861472,0.11090361445783133,0.2830366072059246,0.010269284964260444
bin_2,15547,788,14759,0.8528138528138528,0.8890963855421686,-0.04166435262094635,0.0015116882375735775
