bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,10001,617,9384,0.6677489177489178,0.5653012048192771,0.16655353627502673,0.017063028871720422
bin_9,7523,307,7216,0.33225108225108224,0.4346987951807229,-0.26876241145231206,0.027534094374744435
