bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,3802,264,3538,0.2857142857142857,0.21313253012048192,0.29307813112953596,0.021272125283532756
bin_8,13722,660,13062,0.7142857142857143,0.7868674698795181,-0.09677679273918079,0.007024229517747421
