bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,5840,397,5443,0.4296536796536797,0.3278915662650602,0.270296524955941,0.027505945621116273
bin_2,11684,527,11157,0.5703463203463204,0.6721084337349398,-0.16417593134886693,0.016706889741605592
