bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,1950,157,1793,0.1699134199134199,0.10801204819277109,0.4530462344461256,0.02804418336508983
bin_3,3883,241,3642,0.26082251082251084,0.2193975903614458,0.17295457590605212,0.007164629550285447
bin_7,11691,526,11165,0.5692640692640693,0.6725903614457831,-0.16679204883359788,0.01723400397136702
