variable,bin,segment,left,right,closed
rat_spas_ventas_12m,bin_1,1,-0.583,4.06e-06,right
rat_spas_ventas_12m,bin_2,1,4.06e-06,0.000562,right
rat_spas_ventas_12m,bin_2,2,0.000562,0.00237,right
rat_spas_ventas_12m,bin_2,3,0.00237,0.00645,right
rat_spas_ventas_12m,bin_2,4,0.00645,0.0141,right
rat_spas_ventas_12m,bin_2,5,0.0141,0.0309,right
rat_spas_ventas_12m,bin_2,6,0.0309,0.0906,right
rat_spas_ventas_12m,bin_2,7,0.0906,14084433.839,right
rat_svivo_sact_12m,bin_1,1,-1e-05,1.0,right
rat_svivo_sact_12m,bin_1,2,1.0,1.00001,right
rat_svivo_sact_12m,bin_1,3,1.00001,1.68659,right
rat_svivo_sact_12m,bin_1,4,1.68659,2.0,right
rat_svivo_spas_12m,bin_1,1,-247441545.001,0.827,right
rat_svivo_spas_12m,bin_1,2,0.827,3.198,right
rat_svivo_spas_12m,bin_1,3,3.198,8.311,right
rat_svivo_spas_12m,bin_1,4,18.546,43.26,right
rat_svivo_spas_12m,bin_1,5,43.26,119.334,right
rat_svivo_spas_12m,bin_1,6,119.334,505.566,right
rat_svivo_spas_12m,bin_7,1,8.311,18.546,right
rat_svivo_spas_12m,bin_7,2,505.566,1451651376.1,right
saldo_debe_12m,bin_1,1,-0.001,68238.332,right
saldo_debe_12m,bin_2,1,68238.332,200000.0,right
saldo_debe_12m,bin_2,2,200000.0,356796.619,right
saldo_debe_12m,bin_2,3,356796.619,575981.25,right
saldo_debe_12m,bin_2,4,575981.25,902469.718,right
saldo_debe_12m,bin_2,5,902469.718,1447956.777,right
saldo_debe_12m,bin_2,6,1447956.777,2561961.275,right
saldo_debe_12m,bin_2,7,2561961.275,52964109.337,right
saldo_vivo_12m,bin_1,1,-0.001,72093.723,right
saldo_vivo_12m,bin_2,1,72093.723,212717.195,right
saldo_vivo_12m,bin_2,2,212717.195,379837.5,right
saldo_vivo_12m,bin_2,3,379837.5,648314.14,right
saldo_vivo_12m,bin_2,4,648314.14,1046609.645,right
saldo_vivo_12m,bin_2,5,1046609.645,1765081.908,right
saldo_vivo_12m,bin_2,6,1765081.908,3131643.383,right
saldo_vivo_12m,bin_2,7,3131643.383,100936945.08,right
rat_inven_sact_12m,bin_1,1,-54399.001,0.0,right
rat_inven_sact_12m,bin_1,2,0.0,1.54e-05,right
rat_inven_sact_12m,bin_1,3,0.00469,0.00875,right
rat_inven_sact_12m,bin_1,4,0.00875,0.015,right
rat_inven_sact_12m,bin_1,5,0.015,0.0279,right
rat_inven_sact_12m,bin_1,6,0.0279,0.0525,right
rat_inven_sact_12m,bin_3,1,1.54e-05,0.00469,right
rat_inven_sact_12m,bin_3,2,0.0525,25.453,right
rat_ven_sact_12m,bin_1,1,-0.0010327000000000001,0.0,right
rat_ven_sact_12m,bin_1,2,0.0,4.866,right
rat_ven_spas_12m,bin_1,1,-2080651.621,0.0,right
rat_ven_spas_12m,bin_2,1,0.0,3077961.18,right
rat_solvencia_12m,bin_1,1,0.149,1.282,right
rat_solvencia_12m,bin_1,2,1.282,1.613,right
rat_solvencia_12m,bin_1,3,1.613,2.047,right
rat_solvencia_12m,bin_1,4,2.047,2.563,right
rat_solvencia_12m,bin_1,5,2.563,3.426,right
rat_solvencia_12m,bin_1,6,3.426,5.052,right
rat_solvencia_12m,bin_1,7,5.052,10.458,right
rat_solvencia_12m,bin_1,8,10.458,1118.557,right
rat_liquidez_12m,bin_1,1,-0.001,0.869,right
rat_liquidez_12m,bin_1,2,0.869,1.362,right
rat_liquidez_12m,bin_1,3,1.362,1.836,right
rat_liquidez_12m,bin_1,4,1.836,2.396,right
rat_liquidez_12m,bin_1,5,2.396,3.294,right
rat_liquidez_12m,bin_1,6,3.294,5.662,right
rat_liquidez_12m,bin_1,7,5.662,11.522,right
rat_liquidez_12m,bin_1,8,11.522,10572.424,right
rat_pas_act_12m,bin_1,1,-0.001,0.0887,right
rat_pas_act_12m,bin_1,2,0.0887,0.191,right
rat_pas_act_12m,bin_1,3,0.191,0.287,right
rat_pas_act_12m,bin_1,4,0.287,0.385,right
rat_pas_act_12m,bin_5,1,0.385,0.483,right
rat_pas_act_12m,bin_5,2,0.483,0.616,right
rat_pas_act_12m,bin_5,3,0.616,0.779,right
rat_pas_act_12m,bin_5,4,0.779,6.684,right
rat_pas_patrinet_12m,bin_1,1,-683.896,0.0797,right
rat_pas_patrinet_12m,bin_1,2,0.0797,0.212,right
rat_pas_patrinet_12m,bin_1,3,0.212,0.37,right
rat_pas_patrinet_12m,bin_1,4,0.37,0.58,right
rat_pas_patrinet_12m,bin_1,5,0.58,0.857,right
rat_pas_patrinet_12m,bin_6,1,0.857,1.405,right
rat_pas_patrinet_12m,bin_6,2,1.405,3.038,right
rat_pas_patrinet_12m,bin_6,3,3.038,2282.192,right
rent_patrimonio_12m,bin_1,1,-89.61800000000001,0.264,right
rent_patrimonio_12m,bin_1,2,0.264,0.62,right
rent_patrimonio_12m,bin_1,3,0.62,1.032,right
rent_patrimonio_12m,bin_1,4,1.032,1.533,right
rent_patrimonio_12m,bin_1,5,1.533,2.203,right
rent_patrimonio_12m,bin_6,1,2.203,3.272,right
rent_patrimonio_12m,bin_6,2,3.272,5.66,right
rent_patrimonio_12m,bin_6,3,5.66,121.632,right
rent_activos_12m,bin_1,1,-0.946,0.183,right
rent_activos_12m,bin_1,2,0.183,0.38,right
rent_activos_12m,bin_1,3,0.38,0.581,right
rent_activos_12m,bin_1,4,0.581,0.846,right
rent_activos_12m,bin_1,5,0.846,1.175,right
rent_activos_12m,bin_6,1,1.175,1.642,right
rent_activos_12m,bin_6,2,1.642,2.561,right
rent_activos_12m,bin_6,3,2.561,18.401,right
rat_ebit_activos_12m,bin_1,1,-0.946,0.183,right
rat_ebit_activos_12m,bin_1,2,0.183,0.38,right
rat_ebit_activos_12m,bin_1,3,0.38,0.581,right
rat_ebit_activos_12m,bin_1,4,0.581,0.846,right
rat_ebit_activos_12m,bin_1,5,0.846,1.175,right
rat_ebit_activos_12m,bin_6,1,1.175,1.642,right
rat_ebit_activos_12m,bin_6,2,1.642,2.561,right
rat_ebit_activos_12m,bin_6,3,2.561,18.401,right
margen_operativo_12m,bin_1,1,-0.949,0.231,right
margen_operativo_12m,bin_1,2,0.231,0.377,right
margen_operativo_12m,bin_1,3,0.377,0.52,right
margen_operativo_12m,bin_1,4,0.52,0.695,right
margen_operativo_12m,bin_1,5,0.695,0.896,right
margen_operativo_12m,bin_1,6,0.896,1.093,right
margen_operativo_12m,bin_7,1,1.093,1.483,right
margen_operativo_12m,bin_7,2,1.483,206.223,right
roa_12m,bin_1,1,-0.949,0.17,right
roa_12m,bin_1,2,0.17,0.367,right
roa_12m,bin_1,3,0.367,0.571,right
roa_12m,bin_1,4,0.571,0.827,right
roa_12m,bin_1,5,0.827,1.141,right
roa_12m,bin_1,6,1.141,1.628,right
roa_12m,bin_1,7,1.628,2.554,right
roa_12m,bin_1,8,2.554,18.401,right
productividad_12m,bin_1,1,-13.979,3.285,right
productividad_12m,bin_1,2,3.285,3.555,right
productividad_12m,bin_3,1,3.555,3.871,right
productividad_12m,bin_3,2,3.871,4.26,right
productividad_12m,bin_3,3,4.26,4.905,right
productividad_12m,bin_3,4,4.905,5.979,right
productividad_12m,bin_3,5,5.979,8.852,right
productividad_12m,bin_3,6,8.852,728889.0,right
margen_neto_12m,bin_1,1,-2.584,0.38,right
margen_neto_12m,bin_1,2,0.38,0.599,right
margen_neto_12m,bin_1,3,0.599,0.834,right
margen_neto_12m,bin_1,4,0.834,1.09,right
margen_neto_12m,bin_1,5,1.09,1.388,right
margen_neto_12m,bin_1,6,1.388,1.717,right
margen_neto_12m,bin_7,1,1.717,2.345,right
margen_neto_12m,bin_7,2,2.345,728889.0,right
margen_bruto_12m,bin_1,1,-2.016,0.157,right
margen_bruto_12m,bin_2,1,0.157,0.244,right
margen_bruto_12m,bin_2,2,0.244,0.329,right
margen_bruto_12m,bin_2,3,0.329,0.441,right
margen_bruto_12m,bin_2,4,0.441,0.546,right
margen_bruto_12m,bin_2,5,0.546,0.772,right
margen_bruto_12m,bin_2,6,0.772,1.0,right
margen_ebit_12m,bin_1,1,-2.577,0.385,right
margen_ebit_12m,bin_1,2,0.385,0.607,right
margen_ebit_12m,bin_1,3,0.607,0.848,right
margen_ebit_12m,bin_1,4,0.848,1.114,right
margen_ebit_12m,bin_1,5,1.114,1.435,right
margen_ebit_12m,bin_6,1,1.435,1.841,right
margen_ebit_12m,bin_6,2,1.841,2.373,right
margen_ebit_12m,bin_6,3,2.373,207.223,right
roa2_12m,bin_1,1,-0.598,0.0781,right
roa2_12m,bin_1,2,0.0781,0.15,right
roa2_12m,bin_1,3,0.15,0.238,right
roa2_12m,bin_1,4,0.238,0.333,right
roa2_12m,bin_1,5,0.333,0.448,right
roa2_12m,bin_1,6,0.448,0.637,right
roa2_12m,bin_1,7,0.637,0.981,right
roa2_12m,bin_1,8,0.981,6.208,right
rot_cap_trabajo_12m,bin_1,1,-548.864,-0.232,right
rot_cap_trabajo_12m,bin_1,2,-0.232,0.708,right
rot_cap_trabajo_12m,bin_1,3,0.708,1.474,right
rot_cap_trabajo_12m,bin_1,4,1.474,2.373,right
rot_cap_trabajo_12m,bin_5,1,2.373,3.656,right
rot_cap_trabajo_12m,bin_5,2,3.656,5.593,right
rot_cap_trabajo_12m,bin_5,3,5.593,10.928,right
rot_cap_trabajo_12m,bin_5,4,10.928,3821.229,right
rot_act_tot_12m,bin_1,1,-0.001,0.13,right
rot_act_tot_12m,bin_1,2,0.13,0.34,right
rot_act_tot_12m,bin_1,3,0.34,0.625,right
rot_act_tot_12m,bin_1,4,0.625,1.005,right
rot_act_tot_12m,bin_1,5,1.005,1.384,right
rot_act_tot_12m,bin_1,6,1.384,1.815,right
rot_act_tot_12m,bin_1,7,1.815,2.901,right
rot_act_tot_12m,bin_8,1,2.901,40.765,right
rot_act_fijo_12m,bin_1,1,-0.001,0.549,right
rot_act_fijo_12m,bin_1,2,0.549,1.242,right
rot_act_fijo_12m,bin_1,3,1.242,2.261,right
rot_act_fijo_12m,bin_1,4,2.261,3.833,right
rot_act_fijo_12m,bin_1,5,3.833,6.976,right
rot_act_fijo_12m,bin_1,6,6.976,11.763,right
rot_act_fijo_12m,bin_1,7,11.763,28.126,right
rot_act_fijo_12m,bin_1,8,28.126,11280305.0,right
cob_int_12m,bin_1,1,-372.392,12.494,right
cob_int_12m,bin_1,2,12.494,24.438,right
cob_int_12m,bin_1,3,147.452,364.283,right
cob_int_12m,bin_4,1,24.438,40.689,right
cob_int_12m,bin_4,2,40.689,62.667,right
cob_int_12m,bin_4,3,62.667,89.174,right
cob_int_12m,bin_4,4,89.174,147.452,right
cob_int_12m,bin_4,5,364.283,1097299.0,right
cob_int_fin_12m,bin_1,1,-372.392,12.494,right
cob_int_fin_12m,bin_1,2,12.494,24.438,right
cob_int_fin_12m,bin_1,3,148.635,364.283,right
cob_int_fin_12m,bin_4,1,24.438,40.907,right
cob_int_fin_12m,bin_4,2,40.907,62.667,right
cob_int_fin_12m,bin_4,3,62.667,89.225,right
cob_int_fin_12m,bin_4,4,89.225,148.635,right
cob_int_fin_12m,bin_4,5,364.283,1097312.333,right
cobertura_deuda_12m,bin_1,1,-2.276,0.686,right
cobertura_deuda_12m,bin_1,2,0.686,1.823,right
cobertura_deuda_12m,bin_1,3,1.823,3.655,right
cobertura_deuda_12m,bin_1,4,3.655,6.945,right
cobertura_deuda_12m,bin_1,5,6.945,14.484,right
cobertura_deuda_12m,bin_1,6,14.484,37.186,right
cobertura_deuda_12m,bin_1,7,37.186,102.86,right
cobertura_deuda_12m,bin_1,8,102.86,335649.333,right
cob_deuda_tot_12m,bin_1,1,-0.557,0.436,right
cob_deuda_tot_12m,bin_1,2,0.436,0.941,right
cob_deuda_tot_12m,bin_1,3,0.941,1.616,right
cob_deuda_tot_12m,bin_1,4,1.616,2.43,right
cob_deuda_tot_12m,bin_5,1,2.43,3.642,right
cob_deuda_tot_12m,bin_5,2,3.642,5.856,right
cob_deuda_tot_12m,bin_5,3,5.856,12.885,right
cob_deuda_tot_12m,bin_5,4,12.885,2025.616,right
captrab_ventas_12m,bin_1,1,-35640.744,-0.0231,right
captrab_ventas_12m,bin_1,2,-0.0231,0.0821,right
captrab_ventas_12m,bin_1,3,0.0821,0.162,right
captrab_ventas_12m,bin_1,4,0.162,0.259,right
captrab_ventas_12m,bin_1,5,0.259,0.387,right
captrab_ventas_12m,bin_1,6,0.387,0.616,right
captrab_ventas_12m,bin_1,7,0.616,1.173,right
captrab_ventas_12m,bin_1,8,1.173,6091893.0,right
gasto_fin_ventas_12m,bin_1,1,-0.010110000000000001,0.0,right
gasto_fin_ventas_12m,bin_1,2,0.0,0.000697,right
gasto_fin_ventas_12m,bin_1,3,0.000697,0.00729,right
gasto_fin_ventas_12m,bin_1,4,0.00729,0.0174,right
gasto_fin_ventas_12m,bin_1,5,0.0174,0.0432,right
gasto_fin_ventas_12m,bin_1,6,0.0432,0.957,right
ut_bruta_paslp_12m,bin_1,1,-1.4469999999999998,0.222,right
ut_bruta_paslp_12m,bin_1,2,0.222,0.484,right
ut_bruta_paslp_12m,bin_1,3,0.484,0.958,right
ut_bruta_paslp_12m,bin_1,4,0.958,1.58,right
ut_bruta_paslp_12m,bin_1,5,1.58,2.631,right
ut_bruta_paslp_12m,bin_6,1,2.631,4.798,right
ut_bruta_paslp_12m,bin_6,2,4.798,10.855,right
ut_bruta_paslp_12m,bin_6,3,10.855,42538.433,right
rat_actcir_ncirc_12m,bin_1,1,-0.0166,0.075,right
rat_actcir_ncirc_12m,bin_2,1,-3.739,-0.0166,right
rat_actcir_ncirc_12m,bin_2,2,0.075,0.191,right
rat_actcir_ncirc_12m,bin_2,3,0.191,0.328,right
rat_actcir_ncirc_12m,bin_2,4,0.328,0.449,right
rat_actcir_ncirc_12m,bin_2,5,0.449,0.556,right
rat_actcir_ncirc_12m,bin_2,6,0.556,0.722,right
rat_actcir_ncirc_12m,bin_2,7,0.722,1.0,right
tasa_impuestos_12m,bin_1,1,-0.001,0.0155,right
tasa_impuestos_12m,bin_2,1,0.0155,0.0364,right
tasa_impuestos_12m,bin_3,1,0.0364,0.164,right
rat_paslp_ebit_12m,bin_1,1,-10.562,0.0,right
rat_paslp_ebit_12m,bin_1,2,0.0,0.0552,right
rat_paslp_ebit_12m,bin_1,3,0.0552,0.15,right
rat_paslp_ebit_12m,bin_1,4,0.15,0.348,right
rat_paslp_ebit_12m,bin_1,5,0.348,0.976,right
rat_paslp_ebit_12m,bin_6,1,0.976,81550249.0,right
rat_pastot_ebit_12m,bin_1,1,-41.224,0.0669,right
rat_pastot_ebit_12m,bin_1,2,0.0669,0.154,right
rat_pastot_ebit_12m,bin_1,3,0.154,0.253,right
rat_pastot_ebit_12m,bin_1,4,0.253,0.386,right
rat_pastot_ebit_12m,bin_1,5,0.386,0.579,right
rat_pastot_ebit_12m,bin_6,1,0.579,0.989,right
rat_pastot_ebit_12m,bin_6,2,0.989,2.072,right
rat_pastot_ebit_12m,bin_6,3,2.072,81550249.0,right
rat_pastot_utnet_12m,bin_1,1,-1149.921,0.0664,right
rat_pastot_utnet_12m,bin_1,2,0.0664,0.153,right
rat_pastot_utnet_12m,bin_1,3,0.153,0.253,right
rat_pastot_utnet_12m,bin_1,4,0.253,0.388,right
rat_pastot_utnet_12m,bin_1,5,0.388,0.584,right
rat_pastot_utnet_12m,bin_1,6,0.584,1.017,right
rat_pastot_utnet_12m,bin_1,7,1.017,2.249,right
rat_pastot_utnet_12m,bin_8,1,2.249,2126736.889,right
antig_pasivo_12m,bin_1,1,-70.001,3.0,right
antig_pasivo_12m,bin_1,2,3.0,7.0,right
antig_pasivo_12m,bin_1,3,7.0,11.0,right
antig_pasivo_12m,bin_1,4,11.0,16.0,right
antig_pasivo_12m,bin_1,5,16.0,22.0,right
antig_pasivo_12m,bin_1,6,22.0,29.0,right
antig_pasivo_12m,bin_1,7,29.0,37.0,right
antig_pasivo_12m,bin_1,8,37.0,47.0,right
antig_activo_12m,bin_1,1,-0.001,4.0,right
antig_activo_12m,bin_1,2,4.0,8.0,right
antig_activo_12m,bin_1,3,8.0,14.0,right
antig_activo_12m,bin_1,4,14.0,22.0,right
antig_activo_12m,bin_1,5,22.0,32.0,right
antig_activo_12m,bin_1,6,32.0,50.0,right
antig_activo_12m,bin_1,7,50.0,93.0,right
antig_activo_12m,bin_8,1,93.0,190.0,right
siniincicap_v_12m,bin_1,1,-0.001,52.76,right
siniincicap_v_12m,bin_1,2,2891.99,5501.03,right
siniincicap_v_12m,bin_1,3,10127.527,16406.22,right
siniincicap_v_12m,bin_1,4,16406.22,32793.224,right
siniincicap_v_12m,bin_1,5,32793.224,6219374.588,right
siniincicap_v_12m,bin_3,1,52.76,2891.99,right
siniincicap_v_12m,bin_3,2,5501.03,10127.527,right
saldo_activo_6med,bin_1,1,-3940.954,97541.647,right
saldo_activo_6med,bin_2,1,97541.647,224348.737,right
saldo_activo_6med,bin_2,2,224348.737,376888.955,right
saldo_activo_6med,bin_2,3,376888.955,602192.801,right
saldo_activo_6med,bin_2,4,602192.801,931688.436,right
saldo_activo_6med,bin_2,5,931688.436,1500119.756,right
saldo_activo_6med,bin_2,6,1500119.756,2661238.998,right
saldo_activo_6med,bin_2,7,2661238.998,51468989.316,right
saldo_activo_12med,bin_1,1,-172.329,103319.592,right
saldo_activo_12med,bin_1,2,103319.592,229065.292,right
saldo_activo_12med,bin_3,1,229065.292,380054.491,right
saldo_activo_12med,bin_3,2,380054.491,605037.037,right
saldo_activo_12med,bin_3,3,605037.037,937776.399,right
saldo_activo_12med,bin_3,4,937776.399,1500000.0,right
saldo_activo_12med,bin_3,5,1500000.0,2628636.506,right
saldo_activo_12med,bin_3,6,2628636.506,51468989.316,right
saldo_pasivo_6med,bin_1,1,-156232.511,463.617,right
saldo_pasivo_6med,bin_2,1,463.617,5698.058,right
saldo_pasivo_6med,bin_2,2,5698.058,16693.746,right
saldo_pasivo_6med,bin_2,3,16693.746,37956.702,right
saldo_pasivo_6med,bin_2,4,37956.702,76690.129,right
saldo_pasivo_6med,bin_2,5,76690.129,146040.446,right
saldo_pasivo_6med,bin_2,6,146040.446,322814.304,right
saldo_pasivo_6med,bin_2,7,322814.304,22500000.0,right
saldo_pasivo_12med,bin_1,1,-148938.101,1337.959,right
saldo_pasivo_12med,bin_2,1,1337.959,8642.143,right
saldo_pasivo_12med,bin_3,1,8642.143,21447.303,right
saldo_pasivo_12med,bin_3,2,21447.303,46489.476,right
saldo_pasivo_12med,bin_3,3,46489.476,87194.544,right
saldo_pasivo_12med,bin_3,4,87194.544,155957.174,right
saldo_pasivo_12med,bin_3,5,155957.174,321651.996,right
saldo_pasivo_12med,bin_3,6,321651.996,22500000.0,right
saldo_neto_6med,bin_1,1,-13268576.332,18074.067,right
saldo_neto_6med,bin_2,1,18074.067,137647.296,right
saldo_neto_6med,bin_2,2,137647.296,290585.596,right
saldo_neto_6med,bin_2,3,1307682.363,2427114.766,right
saldo_neto_6med,bin_5,1,290585.596,489225.307,right
saldo_neto_6med,bin_5,2,489225.307,794131.997,right
saldo_neto_6med,bin_5,3,794131.997,1307682.363,right
saldo_neto_6med,bin_5,4,2427114.766,50571718.618,right
saldo_neto_12med,bin_1,1,-17038832.511,22009.271,right
saldo_neto_12med,bin_2,1,22009.271,141071.99,right
saldo_neto_12med,bin_2,2,141071.99,288331.628,right
saldo_neto_12med,bin_2,3,1292666.606,2368635.119,right
saldo_neto_12med,bin_5,1,288331.628,481570.113,right
saldo_neto_12med,bin_5,2,481570.113,788364.547,right
saldo_neto_12med,bin_5,3,788364.547,1292666.606,right
saldo_neto_12med,bin_5,4,2368635.119,50571718.618,right
patrimonio_neto_6med,bin_1,1,-4725903.001,790890.0,right
patrimonio_neto_6med,bin_2,1,790890.0,1446483.917,right
patrimonio_neto_6med,bin_2,2,1446483.917,2358664.958,right
patrimonio_neto_6med,bin_2,3,2358664.958,3746942.0,right
patrimonio_neto_6med,bin_2,4,3746942.0,5297678.583,right
patrimonio_neto_6med,bin_2,5,5297678.583,7923985.0,right
patrimonio_neto_6med,bin_2,6,7923985.0,14179464.0,right
patrimonio_neto_6med,bin_2,7,14179464.0,4051052363.333,right
pat_neto_12med,bin_1,1,-4725903.001,773597.875,right
pat_neto_12med,bin_2,1,773597.875,1427260.0,right
pat_neto_12med,bin_2,2,1427260.0,2299261.25,right
pat_neto_12med,bin_2,3,2299261.25,3638674.833,right
pat_neto_12med,bin_2,4,3638674.833,5210494.542,right
pat_neto_12med,bin_2,5,5210494.542,7668236.167,right
pat_neto_12med,bin_2,6,7668236.167,13878936.667,right
pat_neto_12med,bin_2,7,13878936.667,3975682440.917,right
utilidad_neta_6med,bin_1,1,-5594673.334,1344780.0,right
utilidad_neta_6med,bin_1,2,1344780.0,2587191.0,right
utilidad_neta_6med,bin_1,3,2587191.0,4118240.688,right
utilidad_neta_6med,bin_1,4,4118240.688,5829010.0,right
utilidad_neta_6med,bin_1,5,11979852.5,21109580.917,right
utilidad_neta_6med,bin_1,6,21109580.917,4676593420.667,right
utilidad_neta_6med,bin_7,1,5829010.0,8165850.188,right
utilidad_neta_6med,bin_7,2,8165850.188,11979852.5,right
utilidad_neta_12med,bin_1,1,-281910.001,1398688.875,right
utilidad_neta_12med,bin_1,2,1398688.875,2658726.208,right
utilidad_neta_12med,bin_1,3,2658726.208,4198049.375,right
utilidad_neta_12med,bin_1,4,4198049.375,5833908.0,right
utilidad_neta_12med,bin_1,5,11795265.938,20710869.0,right
utilidad_neta_12med,bin_1,6,20710869.0,3829882127.375,right
utilidad_neta_12med,bin_7,1,5833908.0,8154940.0,right
utilidad_neta_12med,bin_7,2,8154940.0,11795265.938,right
rat_tpas_ventas_6md,bin_1,1,-0.288,0.000183,right
rat_tpas_ventas_6md,bin_2,1,0.000183,0.00186,right
rat_tpas_ventas_6md,bin_3,1,0.00186,0.00508,right
rat_tpas_ventas_6md,bin_3,2,0.00508,0.0104,right
rat_tpas_ventas_6md,bin_3,3,0.0104,0.0199,right
rat_tpas_ventas_6md,bin_3,4,0.0199,0.0399,right
rat_tpas_ventas_6md,bin_3,5,0.0399,0.106,right
rat_tpas_ventas_6md,bin_3,6,0.106,9666447.932,right
rat_tpas_ventas_12md,bin_1,1,-0.122,0.000452,right
rat_tpas_ventas_12md,bin_2,1,0.000452,0.00267,right
rat_tpas_ventas_12md,bin_3,1,0.00267,0.00633,right
rat_tpas_ventas_12md,bin_3,2,0.00633,0.012,right
rat_tpas_ventas_12md,bin_3,3,0.012,0.0232,right
rat_tpas_ventas_12md,bin_6,1,0.0232,0.0442,right
rat_tpas_ventas_12md,bin_6,2,0.0442,0.112,right
rat_tpas_ventas_12md,bin_6,3,0.112,9666447.932,right
rat_salnet_ven_6med,bin_1,1,-2398136.856,0.00674,right
rat_salnet_ven_6med,bin_2,1,0.00674,0.0379,right
rat_salnet_ven_6med,bin_2,2,0.0379,0.0761,right
rat_salnet_ven_6med,bin_2,3,0.0761,0.126,right
rat_salnet_ven_6med,bin_5,1,0.126,0.219,right
rat_salnet_ven_6med,bin_5,2,0.219,0.397,right
rat_salnet_ven_6med,bin_5,3,0.397,0.879,right
rat_salnet_ven_6med,bin_5,4,0.879,21040507.365,right
rat_salnet_ven_12med,bin_1,1,-2398136.856,0.00734,right
rat_salnet_ven_12med,bin_2,1,0.00734,0.0391,right
rat_salnet_ven_12med,bin_2,2,0.0391,0.0778,right
rat_salnet_ven_12med,bin_2,3,0.0778,0.128,right
rat_salnet_ven_12med,bin_2,4,0.128,0.22,right
rat_salnet_ven_12med,bin_2,5,0.22,0.398,right
rat_salnet_ven_12med,bin_2,6,0.398,0.875,right
rat_salnet_ven_12med,bin_2,7,0.875,14159589.735,right
rat_tpas_sact_6med,bin_1,1,-6880996.6680000005,0.000627,right
rat_tpas_sact_6med,bin_2,1,0.000627,0.00828,right
rat_tpas_sact_6med,bin_3,1,0.00828,0.0264,right
rat_tpas_sact_6med,bin_3,2,0.0264,0.0591,right
rat_tpas_sact_6med,bin_3,3,0.0591,0.123,right
rat_tpas_sact_6med,bin_3,4,0.123,0.268,right
rat_tpas_sact_6med,bin_3,5,0.268,0.769,right
rat_tpas_sact_6med,bin_3,6,0.769,262521.01,right
rat_tpas_sact_12med,bin_1,1,-6880996.6680000005,0.00182,right
rat_tpas_sact_12med,bin_2,1,0.00182,0.0132,right
rat_tpas_sact_12med,bin_3,1,0.0132,0.0356,right
rat_tpas_sact_12med,bin_3,2,0.0356,0.0722,right
rat_tpas_sact_12med,bin_5,1,0.0722,0.139,right
rat_tpas_sact_12med,bin_5,2,0.139,0.294,right
rat_tpas_sact_12med,bin_5,3,0.294,0.906,right
rat_tpas_sact_12med,bin_5,4,0.906,262521.01,right
rat_ventas_lim_6med,bin_1,1,-0.001,0.908,right
rat_ventas_lim_6med,bin_1,2,0.908,2.265,right
rat_ventas_lim_6med,bin_1,3,2.265,3.937,right
rat_ventas_lim_6med,bin_1,4,3.937,6.86,right
rat_ventas_lim_6med,bin_1,5,10.778,18.238,right
rat_ventas_lim_6med,bin_1,6,18.238,39.299,right
rat_ventas_lim_6med,bin_7,1,6.86,10.778,right
rat_ventas_lim_6med,bin_7,2,39.299,5052.06,right
rat_ventas_lim_12med,bin_1,1,-0.001,0.961,right
rat_ventas_lim_12med,bin_1,2,0.961,2.408,right
rat_ventas_lim_12med,bin_1,3,2.408,4.214,right
rat_ventas_lim_12med,bin_1,4,4.214,7.209,right
rat_ventas_lim_12med,bin_1,5,11.289,19.048,right
rat_ventas_lim_12med,bin_1,6,19.048,41.225,right
rat_ventas_lim_12med,bin_7,1,7.209,11.289,right
rat_ventas_lim_12med,bin_7,2,41.225,5052.06,right
rat_tpas_limi_6med,bin_1,1,-12.413,0.000741,right
rat_tpas_limi_6med,bin_2,1,0.000741,0.00804,right
rat_tpas_limi_6med,bin_3,1,0.00804,0.0243,right
rat_tpas_limi_6med,bin_3,2,0.0243,0.0568,right
rat_tpas_limi_6med,bin_3,3,0.0568,0.12,right
rat_tpas_limi_6med,bin_3,4,0.12,0.247,right
rat_tpas_limi_6med,bin_3,5,0.247,0.606,right
rat_tpas_limi_6med,bin_3,6,0.606,144.982,right
rat_tpas_lim_12med,bin_1,1,-12.413,0.00209,right
rat_tpas_lim_12med,bin_2,1,0.00209,0.0133,right
rat_tpas_lim_12med,bin_3,1,0.0133,0.0336,right
rat_tpas_lim_12med,bin_3,2,0.0336,0.0736,right
rat_tpas_lim_12med,bin_3,3,0.0736,0.139,right
rat_tpas_lim_12med,bin_3,4,0.139,0.267,right
rat_tpas_lim_12med,bin_3,5,0.267,0.645,right
rat_tpas_lim_12med,bin_8,1,0.645,144.982,right
rat_ventas_tsal_6md,bin_1,1,-0.001,0.7,right
rat_ventas_tsal_6md,bin_1,2,0.7,1.643,right
rat_ventas_tsal_6md,bin_1,3,1.643,2.949,right
rat_ventas_tsal_6md,bin_1,4,2.949,4.992,right
rat_ventas_tsal_6md,bin_1,5,4.992,8.366,right
rat_ventas_tsal_6md,bin_1,6,15.421,43.208,right
rat_ventas_tsal_6md,bin_7,1,8.366,15.421,right
rat_ventas_tsal_6md,bin_7,2,43.208,1838915.465,right
rat_ventas_tsal_12md,bin_1,1,-7.473000000000001,0.773,right
rat_ventas_tsal_12md,bin_1,2,0.773,1.81,right
rat_ventas_tsal_12md,bin_1,3,1.81,3.219,right
rat_ventas_tsal_12md,bin_1,4,3.219,5.491,right
rat_ventas_tsal_12md,bin_1,5,5.491,9.229,right
rat_ventas_tsal_12md,bin_1,6,17.488,53.335,right
rat_ventas_tsal_12md,bin_7,1,9.229,17.488,right
