variable,bin,segment,left,right,closed
saldo_debe_6m,bin_2,3,371711.43,596262.451,right
saldo_debe_6m,bin_2,4,596262.451,922745.612,right
saldo_debe_6m,bin_2,5,922745.612,1489108.799,right
saldo_debe_6m,bin_2,6,1489108.799,2624999.369,right
saldo_debe_6m,bin_2,7,2624999.369,52964109.337,right
saldo_vivo_6m,bin_1,1,-0.001,83142.375,right
saldo_vivo_6m,bin_2,1,83142.375,221747.585,right
saldo_vivo_6m,bin_2,2,221747.585,393040.777,right
saldo_vivo_6m,bin_2,3,393040.777,665955.564,right
saldo_vivo_6m,bin_2,4,665955.564,1072246.35,right
saldo_vivo_6m,bin_2,5,1072246.35,1788890.0,right
saldo_vivo_6m,bin_2,6,1788890.0,3176947.958,right
saldo_vivo_6m,bin_2,7,3176947.958,100936945.08,right
rat_inven_sact_6m,bin_1,1,-54399.001,0.0,right
rat_inven_sact_6m,bin_1,2,0.0,0.00493,right
rat_inven_sact_6m,bin_1,3,0.00493,0.00948,right
rat_inven_sact_6m,bin_1,4,0.00948,0.0164,right
rat_inven_sact_6m,bin_1,5,0.0164,0.0289,right
rat_inven_sact_6m,bin_3,1,0.0289,0.0542,right
rat_inven_sact_6m,bin_3,2,0.0542,25.453,right
rat_ven_sact_6m,bin_1,1,-0.0010327000000000001,0.0,right
rat_ven_sact_6m,bin_1,2,0.0,7.566,right
rat_ven_spas_6m,bin_1,1,-2080651.621,0.0,right
rat_ven_spas_6m,bin_2,1,0.0,3077961.18,right
rat_solvencia_6m,bin_1,1,0.149,1.283,right
rat_solvencia_6m,bin_1,2,1.283,1.606,right
rat_solvencia_6m,bin_1,3,1.606,2.06,right
rat_solvencia_6m,bin_1,4,2.06,2.569,right
rat_solvencia_6m,bin_1,5,2.569,3.435,right
rat_solvencia_6m,bin_1,6,3.435,4.974,right
rat_solvencia_6m,bin_1,7,4.974,10.215,right
rat_solvencia_6m,bin_1,8,10.215,1118.557,right
rat_liquidez_6m,bin_1,1,-0.001,0.868,right
rat_liquidez_6m,bin_1,2,0.868,1.38,right
rat_liquidez_6m,bin_1,3,1.38,1.847,right
rat_liquidez_6m,bin_1,4,1.847,2.407,right
rat_liquidez_6m,bin_1,5,11.822,10572.424,right
rat_liquidez_6m,bin_6,1,2.407,3.339,right
rat_liquidez_6m,bin_6,2,3.339,5.679,right
rat_liquidez_6m,bin_6,3,5.679,11.822,right
rat_pasivo_activo_6m,bin_1,1,-0.001,0.0928,right
rat_pasivo_activo_6m,bin_2,1,0.0928,0.196,right
rat_pasivo_activo_6m,bin_2,2,0.196,0.285,right
rat_pasivo_activo_6m,bin_2,3,0.285,0.383,right
rat_pasivo_activo_6m,bin_2,4,0.383,0.483,right
rat_pasivo_activo_6m,bin_2,5,0.483,0.618,right
rat_pasivo_activo_6m,bin_2,6,0.618,0.777,right
rat_pasivo_activo_6m,bin_2,7,0.777,6.684,right
rat_pas_patrinet_6m,bin_1,1,-683.896,0.0836,right
rat_pas_patrinet_6m,bin_2,1,0.0836,0.219,right
rat_pas_patrinet_6m,bin_2,2,0.219,0.368,right
rat_pas_patrinet_6m,bin_2,3,0.368,0.58,right
rat_pas_patrinet_6m,bin_2,4,0.58,0.842,right
rat_pas_patrinet_6m,bin_2,5,0.842,1.425,right
rat_pas_patrinet_6m,bin_2,6,1.425,3.011,right
rat_pas_patrinet_6m,bin_2,7,3.011,2282.192,right
rent_patrimonio_6m,bin_1,1,-89.61800000000001,0.25,right
rent_patrimonio_6m,bin_1,2,0.25,0.591,right
rent_patrimonio_6m,bin_1,3,0.591,0.994,right
rent_patrimonio_6m,bin_1,4,0.994,1.468,right
rent_patrimonio_6m,bin_1,5,1.468,2.124,right
rent_patrimonio_6m,bin_6,1,2.124,3.144,right
rent_patrimonio_6m,bin_6,2,3.144,5.576,right
rent_patrimonio_6m,bin_6,3,5.576,116.813,right
rent_activos_6m,bin_1,1,-0.946,0.171,right
rent_activos_6m,bin_1,2,0.171,0.359,right
rent_activos_6m,bin_1,3,0.359,0.573,right
rent_activos_6m,bin_1,4,0.573,0.806,right
rent_activos_6m,bin_1,5,0.806,1.13,right
rent_activos_6m,bin_6,1,1.13,1.627,right
rent_activos_6m,bin_6,2,1.627,2.548,right
rent_activos_6m,bin_6,3,2.548,19.283,right
rat_ebit_activos_6m,bin_1,1,-0.946,0.171,right
rat_ebit_activos_6m,bin_1,2,0.171,0.359,right
rat_ebit_activos_6m,bin_1,3,0.359,0.573,right
rat_ebit_activos_6m,bin_1,4,0.573,0.806,right
rat_ebit_activos_6m,bin_1,5,0.806,1.13,right
rat_ebit_activos_6m,bin_6,1,1.13,1.627,right
rat_ebit_activos_6m,bin_6,2,1.627,2.548,right
rat_ebit_activos_6m,bin_6,3,2.548,19.283,right
margen_operativo_6m,bin_1,1,-0.949,0.238,right
margen_operativo_6m,bin_2,1,0.238,0.384,right
margen_operativo_6m,bin_2,2,0.384,0.535,right
margen_operativo_6m,bin_2,3,0.535,0.703,right
margen_operativo_6m,bin_2,4,0.703,0.905,right
margen_operativo_6m,bin_2,5,0.905,1.099,right
margen_operativo_6m,bin_2,6,1.099,1.5,right
margen_operativo_6m,bin_2,7,1.5,206.223,right
roa_6m,bin_1,1,-0.949,0.163,right
roa_6m,bin_1,2,0.163,0.341,right
roa_6m,bin_1,3,0.341,0.555,right
roa_6m,bin_1,4,0.555,0.79,right
roa_6m,bin_1,5,0.79,1.109,right
roa_6m,bin_6,1,1.109,1.606,right
roa_6m,bin_6,2,1.606,2.542,right
roa_6m,bin_6,3,2.542,19.253,right
productividad_6m,bin_1,1,-34.867999999999995,3.286,right
productividad_6m,bin_1,2,3.286,3.56,right
productividad_6m,bin_3,1,3.56,3.876,right
productividad_6m,bin_3,2,3.876,4.263,right
productividad_6m,bin_3,3,4.263,4.948,right
productividad_6m,bin_3,4,4.948,6.043,right
productividad_6m,bin_3,5,6.043,9.112,right
productividad_6m,bin_3,6,9.112,728889.0,right
margen_neto_6m,bin_1,1,-2.584,0.391,right
margen_neto_6m,bin_1,2,0.391,0.611,right
margen_neto_6m,bin_1,3,0.611,0.848,right
margen_neto_6m,bin_1,4,0.848,1.109,right
margen_neto_6m,bin_1,5,1.109,1.4,right
margen_neto_6m,bin_6,1,1.4,1.752,right
margen_neto_6m,bin_6,2,1.752,2.377,right
margen_neto_6m,bin_6,3,2.377,728889.0,right
margen_bruto_6m,bin_1,1,-1.6289999999999998,0.164,right
margen_bruto_6m,bin_2,1,0.164,0.249,right
margen_bruto_6m,bin_2,2,0.249,0.337,right
margen_bruto_6m,bin_2,3,0.337,0.452,right
margen_bruto_6m,bin_2,4,0.452,0.56,right
margen_bruto_6m,bin_2,5,0.56,0.777,right
margen_bruto_6m,bin_2,6,0.777,1.0,right
margen_ebit_6m,bin_1,1,-2.577,0.395,right
margen_ebit_6m,bin_1,2,0.395,0.621,right
margen_ebit_6m,bin_1,3,0.621,0.869,right
margen_ebit_6m,bin_1,4,0.869,1.149,right
margen_ebit_6m,bin_1,5,1.149,1.45,right
margen_ebit_6m,bin_6,1,1.45,1.843,right
margen_ebit_6m,bin_6,2,1.843,2.403,right
margen_ebit_6m,bin_6,3,2.403,207.223,right
roa2_6m,bin_1,1,-0.598,0.0743,right
roa2_6m,bin_1,2,0.0743,0.145,right
roa2_6m,bin_1,3,0.145,0.228,right
roa2_6m,bin_1,4,0.228,0.321,right
roa2_6m,bin_1,5,0.321,0.434,right
roa2_6m,bin_1,6,0.434,0.632,right
roa2_6m,bin_7,1,0.632,0.962,right
roa2_6m,bin_7,2,0.962,6.505,right
rot_cap_trabajo_6m,bin_1,1,-3218.049,-0.231,right
rot_cap_trabajo_6m,bin_1,2,-0.231,0.666,right
rot_cap_trabajo_6m,bin_1,3,0.666,1.405,right
rot_cap_trabajo_6m,bin_1,4,1.405,2.27,right
rot_cap_trabajo_6m,bin_5,1,2.27,3.568,right
rot_cap_trabajo_6m,bin_5,2,3.568,5.508,right
rot_cap_trabajo_6m,bin_5,3,5.508,10.54,right
rot_cap_trabajo_6m,bin_5,4,10.54,3821.229,right
rot_act_tot_6m,bin_1,1,-0.001,0.122,right
rot_act_tot_6m,bin_1,2,0.122,0.322,right
rot_act_tot_6m,bin_1,3,0.322,0.592,right
rot_act_tot_6m,bin_1,4,0.592,0.921,right
rot_act_tot_6m,bin_1,5,0.921,1.322,right
rot_act_tot_6m,bin_6,1,1.322,1.779,right
rot_act_tot_6m,bin_6,2,1.779,2.761,right
rot_act_tot_6m,bin_6,3,2.761,40.765,right
rot_activos_fijos_6m,bin_1,1,-0.001,0.496,right
rot_activos_fijos_6m,bin_1,2,0.496,1.171,right
rot_activos_fijos_6m,bin_1,3,1.171,2.135,right
rot_activos_fijos_6m,bin_1,4,2.135,3.563,right
rot_activos_fijos_6m,bin_1,5,3.563,6.582,right
rot_activos_fijos_6m,bin_1,6,6.582,11.188,right
rot_activos_fijos_6m,bin_1,7,11.188,26.697,right
rot_activos_fijos_6m,bin_1,8,26.697,11280305.0,right
cob_int_6m,bin_1,1,-372.392,12.609,right
cob_int_6m,bin_1,2,12.609,24.625,right
cob_int_6m,bin_1,3,24.625,40.761,right
cob_int_6m,bin_1,4,40.761,62.059,right
cob_int_6m,bin_1,5,62.059,92.029,right
cob_int_6m,bin_1,6,92.029,149.773,right
cob_int_6m,bin_1,7,149.773,371.077,right
cob_int_6m,bin_1,8,371.077,1097299.0,right
cob_int_fin_6m,bin_1,1,-372.392,12.75,right
cob_int_fin_6m,bin_2,1,12.75,24.625,right
cob_int_fin_6m,bin_2,2,24.625,40.951,right
cob_int_fin_6m,bin_2,3,40.951,62.059,right
cob_int_fin_6m,bin_2,4,62.059,92.398,right
cob_int_fin_6m,bin_2,5,92.398,149.814,right
cob_int_fin_6m,bin_2,6,149.814,371.077,right
cob_int_fin_6m,bin_2,7,371.077,1097312.333,right
cobertura_deuda_6m,bin_1,1,-2.276,0.684,right
cobertura_deuda_6m,bin_1,2,0.684,1.813,right
cobertura_deuda_6m,bin_1,3,1.813,3.492,right
cobertura_deuda_6m,bin_4,1,3.492,6.751,right
cobertura_deuda_6m,bin_4,2,6.751,13.657,right
cobertura_deuda_6m,bin_4,3,13.657,35.206,right
cobertura_deuda_6m,bin_4,4,35.206,95.623,right
cobertura_deuda_6m,bin_4,5,95.623,335649.333,right
cob_deuda_tot_6m,bin_1,1,-0.557,0.41,right
cob_deuda_tot_6m,bin_1,2,0.41,0.9,right
cob_deuda_tot_6m,bin_1,3,0.9,1.529,right
cob_deuda_tot_6m,bin_1,4,1.529,2.328,right
cob_deuda_tot_6m,bin_5,1,2.328,3.474,right
cob_deuda_tot_6m,bin_5,2,3.474,5.7,right
cob_deuda_tot_6m,bin_5,3,5.7,12.257,right
cob_deuda_tot_6m,bin_5,4,12.257,2025.616,right
captrab_ventas_6m,bin_1,1,-35640.744,-0.0244,right
captrab_ventas_6m,bin_1,2,-0.0244,0.0857,right
captrab_ventas_6m,bin_1,3,0.0857,0.165,right
captrab_ventas_6m,bin_1,4,0.165,0.264,right
captrab_ventas_6m,bin_1,5,0.264,0.409,right
captrab_ventas_6m,bin_1,6,0.409,0.65,right
captrab_ventas_6m,bin_1,7,0.65,1.212,right
captrab_ventas_6m,bin_1,8,1.212,6091893.0,right
gasto_fin_ventas_6m,bin_1,1,-0.010110000000000001,0.0,right
gasto_fin_ventas_6m,bin_2,1,0.0,0.00172,right
gasto_fin_ventas_6m,bin_2,2,0.00172,0.00859,right
gasto_fin_ventas_6m,bin_2,3,0.00859,0.0187,right
gasto_fin_ventas_6m,bin_2,4,0.0187,0.0468,right
gasto_fin_ventas_6m,bin_2,5,0.0468,0.957,right
ut_bruta_pasivolp_6m,bin_1,1,-1.4469999999999998,0.226,right
ut_bruta_pasivolp_6m,bin_1,2,0.226,0.49,right
ut_bruta_pasivolp_6m,bin_1,3,0.49,0.958,right
ut_bruta_pasivolp_6m,bin_1,4,0.958,1.556,right
ut_bruta_pasivolp_6m,bin_1,5,1.556,2.608,right
ut_bruta_pasivolp_6m,bin_1,6,2.608,4.699,right
ut_bruta_pasivolp_6m,bin_1,7,11.003,42538.433,right
ut_bruta_pasivolp_6m,bin_8,1,4.699,11.003,right
rat_actcir_ncirc_6m,bin_1,1,-3.739,-0.0166,right
rat_actcir_ncirc_6m,bin_1,2,-0.0166,0.0758,right
rat_actcir_ncirc_6m,bin_1,3,0.0758,0.189,right
rat_actcir_ncirc_6m,bin_1,4,0.189,0.327,right
rat_actcir_ncirc_6m,bin_1,5,0.327,0.448,right
rat_actcir_ncirc_6m,bin_1,6,0.448,0.554,right
rat_actcir_ncirc_6m,bin_1,7,0.554,0.721,right
rat_actcir_ncirc_6m,bin_1,8,0.721,1.0,right
tasa_impuestos_6m,bin_1,1,-0.001,0.0162,right
tasa_impuestos_6m,bin_2,1,0.0162,0.0376,right
tasa_impuestos_6m,bin_3,1,0.0376,0.164,right
rat_pasivolp_ebit_6m,bin_1,1,-157.09,0.0,right
rat_pasivolp_ebit_6m,bin_1,2,0.0,0.00309,right
rat_pasivolp_ebit_6m,bin_1,3,0.00309,0.0631,right
rat_pasivolp_ebit_6m,bin_1,4,0.0631,0.166,right
rat_pasivolp_ebit_6m,bin_1,5,0.166,0.361,right
rat_pasivolp_ebit_6m,bin_1,6,0.361,1.005,right
rat_pasivolp_ebit_6m,bin_6,1,1.005,81550249.0,right
rat_pastot_ebit_6m,bin_1,1,-188.64000000000001,0.07,right
rat_pastot_ebit_6m,bin_1,2,0.07,0.159,right
rat_pastot_ebit_6m,bin_1,3,0.159,0.267,right
rat_pastot_ebit_6m,bin_1,4,0.267,0.404,right
rat_pastot_ebit_6m,bin_1,5,0.404,0.615,right
rat_pastot_ebit_6m,bin_1,6,0.615,1.034,right
rat_pastot_ebit_6m,bin_1,7,1.034,2.209,right
rat_pastot_ebit_6m,bin_8,1,2.209,81550249.0,right
rat_pastot_utnet_6m,bin_1,1,-1149.921,0.0695,right
rat_pastot_utnet_6m,bin_1,2,0.0695,0.156,right
rat_pastot_utnet_6m,bin_1,3,0.156,0.268,right
rat_pastot_utnet_6m,bin_1,4,0.268,0.405,right
rat_pastot_utnet_6m,bin_1,5,0.405,0.623,right
rat_pastot_utnet_6m,bin_1,6,0.623,1.065,right
rat_pastot_utnet_6m,bin_1,7,1.065,2.367,right
rat_pastot_utnet_6m,bin_8,1,2.367,2126736.889,right
antiguedad_pasivo_6m,bin_1,1,-64.001,5.0,right
antiguedad_pasivo_6m,bin_1,2,5.0,10.0,right
antiguedad_pasivo_6m,bin_1,3,10.0,15.0,right
antiguedad_pasivo_6m,bin_1,4,15.0,20.0,right
antiguedad_pasivo_6m,bin_1,5,20.0,26.0,right
antiguedad_pasivo_6m,bin_1,6,26.0,33.0,right
antiguedad_pasivo_6m,bin_1,7,33.0,43.0,right
antiguedad_pasivo_6m,bin_1,8,43.0,53.0,right
antiguedad_activo_6m,bin_1,1,-0.001,4.0,right
antiguedad_activo_6m,bin_1,2,4.0,8.0,right
antiguedad_activo_6m,bin_1,3,8.0,15.0,right
antiguedad_activo_6m,bin_1,4,15.0,22.0,right
antiguedad_activo_6m,bin_1,5,22.0,32.0,right
antiguedad_activo_6m,bin_1,6,32.0,48.0,right
antiguedad_activo_6m,bin_1,7,48.0,90.0,right
antiguedad_activo_6m,bin_8,1,90.0,196.0,right
siniincicap_v_6m,bin_1,1,-0.001,3096.272,right
siniincicap_v_6m,bin_1,2,3096.272,5660.616,right
siniincicap_v_6m,bin_1,3,10966.822,18066.348,right
siniincicap_v_6m,bin_1,4,18066.348,35287.416,right
siniincicap_v_6m,bin_3,1,5660.616,10966.822,right
siniincicap_v_6m,bin_3,2,35287.416,6219374.588,right
saldo_activo_12m,bin_1,1,-16278.501,70606.404,right
saldo_activo_12m,bin_2,1,70606.404,200000.0,right
saldo_activo_12m,bin_2,2,200000.0,353608.866,right
saldo_activo_12m,bin_2,3,353608.866,572763.53,right
saldo_activo_12m,bin_2,4,572763.53,909989.118,right
saldo_activo_12m,bin_2,5,909989.118,1479861.418,right
saldo_activo_12m,bin_2,6,1479861.418,2599965.818,right
saldo_activo_12m,bin_2,7,2599965.818,52964109.337,right
saldo_pasivo_12m,bin_1,1,-1469980.6709999999,3.25,right
saldo_pasivo_12m,bin_2,1,3.25,1816.44,right
saldo_pasivo_12m,bin_2,2,1816.44,8733.755,right
saldo_pasivo_12m,bin_2,3,24368.059,55404.769,right
saldo_pasivo_12m,bin_2,4,121754.69,309308.107,right
saldo_pasivo_12m,bin_6,1,8733.755,24368.059,right
saldo_pasivo_12m,bin_6,2,55404.769,121754.69,right
saldo_pasivo_12m,bin_6,3,309308.107,22263644.176,right
saldo_neto_12m,bin_1,1,-22256947.419,-160.562,right
saldo_neto_12m,bin_1,2,-160.562,117684.919,right
saldo_neto_12m,bin_3,1,117684.919,272351.233,right
saldo_neto_12m,bin_3,2,272351.233,475541.0,right
saldo_neto_12m,bin_3,3,475541.0,782573.452,right
saldo_neto_12m,bin_3,4,782573.452,1280741.155,right
saldo_neto_12m,bin_3,5,1280741.155,2417637.59,right
saldo_neto_12m,bin_3,6,2417637.59,52766867.894,right
patrimonio_neto_12m,bin_1,1,-2530923.001,761334.0,right
patrimonio_neto_12m,bin_1,2,1460248.0,2424778.0,right
patrimonio_neto_12m,bin_1,3,2424778.0,3765006.0,right
patrimonio_neto_12m,bin_1,4,3765006.0,5215200.0,right
patrimonio_neto_12m,bin_1,5,5215200.0,7600998.0,right
patrimonio_neto_12m,bin_1,6,7600998.0,13496515.0,right
patrimonio_neto_12m,bin_1,7,13496515.0,4082779871.0,right
patrimonio_neto_12m,bin_8,1,761334.0,1460248.0,right
utilidad_neta_12m,bin_1,1,-10068566.001,1428353.0,right
utilidad_neta_12m,bin_1,2,1428353.0,2577808.0,right
utilidad_neta_12m,bin_1,3,2577808.0,3953221.0,right
utilidad_neta_12m,bin_1,4,3953221.0,5815018.0,right
utilidad_neta_12m,bin_1,5,11865078.0,20780123.5,right
utilidad_neta_12m,bin_1,6,20780123.5,4467667632.0,right
utilidad_neta_12m,bin_7,1,5815018.0,8122545.0,right
utilidad_neta_12m,bin_7,2,8122545.0,11865078.0,right
rat_tpas_ventas_12m,bin_1,1,-0.583,4.06e-06,right
rat_tpas_ventas_12m,bin_2,1,4.06e-06,0.000562,right
rat_tpas_ventas_12m,bin_2,2,0.000562,0.00237,right
rat_tpas_ventas_12m,bin_2,3,0.00237,0.00645,right
rat_tpas_ventas_12m,bin_2,4,0.00645,0.0141,right
rat_tpas_ventas_12m,bin_2,5,0.0141,0.0309,right
rat_tpas_ventas_12m,bin_2,6,0.0309,0.0906,right
rat_tpas_ventas_12m,bin_2,7,0.0906,14084433.839,right
rat_salnet_ven_12m,bin_1,1,-1116147.224,0.000228,right
rat_salnet_ven_12m,bin_1,2,0.000228,0.0285,right
rat_salnet_ven_12m,bin_3,1,0.0285,0.0646,right
rat_salnet_ven_12m,bin_3,2,0.0646,0.109,right
rat_salnet_ven_12m,bin_3,3,0.109,0.184,right
rat_salnet_ven_12m,bin_3,4,0.184,0.339,right
rat_salnet_ven_12m,bin_3,5,0.339,0.783,right
rat_salnet_ven_12m,bin_3,6,0.783,21872928.308,right
rat_tpas_tact_12m,bin_1,1,-612858.9600000001,3.49e-07,right
rat_tpas_tact_12m,bin_1,2,3.49e-07,0.00298,right
rat_tpas_tact_12m,bin_1,3,0.00298,0.0131,right
rat_tpas_tact_12m,bin_1,4,0.0131,0.0369,right
rat_tpas_tact_12m,bin_1,5,0.0369,0.0887,right
rat_tpas_tact_12m,bin_1,6,0.0887,0.231,right
rat_tpas_tact_12m,bin_1,7,0.231,0.757,right
rat_tpas_tact_12m,bin_1,8,0.757,290026.475,right
rat_ventas_lim_12m,bin_1,1,-0.001,0.936,right
rat_ventas_lim_12m,bin_1,2,0.936,2.298,right
rat_ventas_lim_12m,bin_1,3,2.298,4.333,right
rat_ventas_lim_12m,bin_1,4,4.333,7.238,right
rat_ventas_lim_12m,bin_1,5,7.238,11.077,right
rat_ventas_lim_12m,bin_1,6,11.077,18.821,right
rat_ventas_lim_12m,bin_1,7,18.821,40.438,right
rat_ventas_lim_12m,bin_1,8,40.438,5080.42,right
rat_tpas_lim_12m,bin_1,1,-10.309,4.08e-06,right
rat_tpas_lim_12m,bin_2,1,4.08e-06,0.00297,right
rat_tpas_lim_12m,bin_2,2,0.00297,0.0131,right
rat_tpas_lim_12m,bin_2,3,0.0131,0.0359,right
rat_tpas_lim_12m,bin_2,4,0.0359,0.0891,right
rat_tpas_lim_12m,bin_2,5,0.0891,0.228,right
rat_tpas_lim_12m,bin_2,6,0.228,0.651,right
rat_tpas_lim_12m,bin_2,7,0.651,145.203,right
rat_ventas_tsal_12m,bin_1,1,-0.001,0.654,right
rat_ventas_tsal_12m,bin_1,2,0.654,1.6,right
rat_ventas_tsal_12m,bin_1,3,1.6,2.821,right
rat_ventas_tsal_12m,bin_1,4,2.821,4.764,right
rat_ventas_tsal_12m,bin_1,5,4.764,7.746,right
rat_ventas_tsal_12m,bin_1,6,7.746,13.865,right
rat_ventas_tsal_12m,bin_1,7,13.865,36.282,right
rat_ventas_tsal_12m,bin_1,8,36.282,1838915.465,right
saldo_haber_12m,bin_1,1,-0.001,7.781,right
saldo_haber_12m,bin_2,1,7.781,1843.85,right
saldo_haber_12m,bin_2,2,1843.85,8786.47,right
saldo_haber_12m,bin_2,3,24519.54,55406.908,right
saldo_haber_12m,bin_2,4,55406.908,121761.897,right
saldo_haber_12m,bin_2,5,121761.897,309523.795,right
saldo_haber_12m,bin_2,6,309523.795,22263644.176,right
saldo_haber_12m,bin_8,1,8786.47,24519.54,right
spasivohabe_prom_12m,bin_1,1,-0.001,688.453,right
spasivohabe_prom_12m,bin_2,1,688.453,5255.559,right
spasivohabe_prom_12m,bin_2,2,5255.559,15035.867,right
spasivohabe_prom_12m,bin_2,3,15035.867,34019.053,right
spasivohabe_prom_12m,bin_2,4,34019.053,68384.241,right
spasivohabe_prom_12m,bin_2,5,68384.241,132156.348,right
spasivohabe_prom_12m,bin_2,6,132156.348,304247.775,right
spasivohabe_prom_12m,bin_2,7,304247.775,23258857.187,right
rat_prompas_sact_12m,bin_1,1,-599214.983,0.00105,right
rat_prompas_sact_12m,bin_2,1,0.00105,0.00789,right
rat_prompas_sact_12m,bin_3,1,0.00789,0.0236,right
rat_prompas_sact_12m,bin_3,2,0.0236,0.0529,right
rat_prompas_sact_12m,bin_5,1,0.0529,0.107,right
rat_prompas_sact_12m,bin_5,2,0.107,0.242,right
rat_prompas_sact_12m,bin_5,3,0.242,0.751,right
rat_prompas_sact_12m,bin_8,1,0.751,228245.654,right
rat_spas_sact_12m,bin_1,1,-612858.9600000001,3.49e-07,right
rat_spas_sact_12m,bin_1,2,3.49e-07,0.00298,right
rat_spas_sact_12m,bin_1,3,0.00298,0.0131,right
rat_spas_sact_12m,bin_1,4,0.0131,0.0369,right
rat_spas_sact_12m,bin_1,5,0.0369,0.0887,right
rat_spas_sact_12m,bin_1,6,0.0887,0.231,right
rat_spas_sact_12m,bin_1,7,0.231,0.757,right
rat_spas_sact_12m,bin_1,8,0.757,290026.475,right
rat_spas_snet_12m,bin_1,1,-8307.539,-0.991,right
rat_spas_snet_12m,bin_1,2,-0.991,4.03e-06,right
rat_spas_snet_12m,bin_1,3,4.03e-06,0.00338,right
rat_spas_snet_12m,bin_1,4,0.00338,0.0146,right
rat_spas_snet_12m,bin_1,5,0.0146,0.0424,right
rat_spas_snet_12m,bin_1,6,0.0424,0.111,right
rat_spas_snet_12m,bin_1,7,0.111,0.373,right
rat_spas_snet_12m,bin_1,8,0.373,112517.714,right
saldispopera_12m,bin_1,1,-0.001,5139.661,right
saldispopera_12m,bin_2,1,5139.661,24000.0,right
saldispopera_12m,bin_2,2,24000.0,124684.784,right
saldispopera_12m,bin_2,3,124684.784,24107025.725,right
limite_12m,bin_1,1,120000.0,250000.0,right
limite_12m,bin_1,2,1000000.0,1570000.0,right
limite_12m,bin_1,3,1570000.0,2800000.0,right
limite_12m,bin_4,1,1599.999,120000.0,right
limite_12m,bin_4,2,250000.0,400000.0,right
limite_12m,bin_4,3,400000.0,600000.0,right
limite_12m,bin_4,4,600000.0,1000000.0,right
limite_12m,bin_4,5,2800000.0,52964109.337,right
saldo_dispuesto_12m,bin_1,1,-12107025.726,67132.694,right
saldo_dispuesto_12m,bin_2,1,67132.694,195742.4,right
saldo_dispuesto_12m,bin_2,2,195742.4,318948.754,right
saldo_dispuesto_12m,bin_2,3,318948.754,500000.0,right
saldo_dispuesto_12m,bin_2,4,500000.0,900000.0,right
saldo_dispuesto_12m,bin_2,5,900000.0,1499999.302,right
saldo_dispuesto_12m,bin_2,6,1499999.302,2648519.301,right
saldo_dispuesto_12m,bin_2,7,2648519.301,52964109.337,right
total_saldo_12m,bin_1,1,-0.001,92450.106,right
total_saldo_12m,bin_2,1,92450.106,263362.098,right
total_saldo_12m,bin_2,2,263362.098,489461.305,right
total_saldo_12m,bin_2,3,489461.305,807444.939,right
total_saldo_12m,bin_2,4,807444.939,1297230.941,right
total_saldo_12m,bin_2,5,1297230.941,2068711.812,right
total_saldo_12m,bin_2,6,2068711.812,3696110.876,right
total_saldo_12m,bin_2,7,3696110.876,100936945.08,right
rat_dispon_lim_12m,bin_1,1,-0.001,0.0127,right
rat_dispon_lim_12m,bin_2,1,0.0127,0.0847,right
rat_dispon_lim_12m,bin_3,1,0.0847,0.447,right
rat_dispon_lim_12m,bin_3,2,0.447,2.07,right
rat_dispu_lim_12m,bin_1,1,-1.071,0.553,right
rat_dispu_lim_12m,bin_1,2,0.553,0.915,right
rat_dispu_lim_12m,bin_3,1,0.915,0.987,right
rat_dispu_lim_12m,bin_3,2,0.987,1.0,right
rat_disp_dispon_12m,bin_1,1,-0.518,0.0633,right
rat_disp_dispon_12m,bin_1,2,0.0633,0.914,right
rat_disp_dispon_12m,bin_1,3,0.914,2.969,right
rat_disp_dispon_12m,bin_4,1,2.969,7.032,right
rat_disp_dispon_12m,bin_4,2,7.032,16.698,right
rat_disp_dispon_12m,bin_4,3,16.698,38.214,right
rat_disp_dispon_12m,bin_4,4,38.214,118.007,right
rat_disp_dispon_12m,bin_4,5,118.007,51149999.0,right
rat_sdebe_shaber_12m,bin_1,1,-0.001,0.794,right
rat_sdebe_shaber_12m,bin_1,2,0.794,2.913,right
rat_sdebe_shaber_12m,bin_1,3,2.913,7.199,right
rat_sdebe_shaber_12m,bin_1,4,16.315,37.697,right
rat_sdebe_shaber_12m,bin_1,5,37.697,105.98,right
rat_sdebe_shaber_12m,bin_1,6,105.98,453.135,right
rat_sdebe_shaber_12m,bin_7,1,7.199,16.315,right
rat_sdebe_shaber_12m,bin_7,2,453.135,789960210.47,right
rat_sact_snet_12m,bin_1,1,-8306.539,0.00861,right
rat_sact_snet_12m,bin_2,1,0.00861,1.0,right
rat_sact_snet_12m,bin_2,2,1.0,1.003,right
rat_sact_snet_12m,bin_2,3,1.003,1.015,right
rat_sact_snet_12m,bin_2,4,1.015,1.042,right
rat_sact_snet_12m,bin_2,5,1.042,1.111,right
rat_sact_snet_12m,bin_2,6,1.111,1.373,right
rat_sact_snet_12m,bin_2,7,1.373,112518.714,right
rat_snet_ventas_12m,bin_1,1,-1116147.224,0.000228,right
rat_snet_ventas_12m,bin_1,2,0.000228,0.0285,right
rat_snet_ventas_12m,bin_3,1,0.0285,0.0646,right
rat_snet_ventas_12m,bin_3,2,0.0646,0.109,right
rat_snet_ventas_12m,bin_3,3,0.109,0.184,right
rat_snet_ventas_12m,bin_3,4,0.184,0.339,right
rat_snet_ventas_12m,bin_3,5,0.339,0.783,right
rat_snet_ventas_12m,bin_3,6,0.783,21872928.308,right
