bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,6074,548,5526,0.5930735930735931,0.3328915662650602,0.5775016841676042,0.15025555867206847
bin_3,11450,376,11074,0.4069264069264069,0.6671084337349398,-0.4943202512900676,0.12861324487315307
