bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,3003,213,2790,0.2305194805194805,0.1680722891566265,0.31594119359696426,0.019729640175958133
bin_5,14521,711,13810,0.7694805194805194,0.8319277108433735,-0.07802991389714652,0.004872748965162132
