bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,5315,395,4920,0.4274891774891775,0.2963855421686747,0.36626785811771845,0.04801904770028702
bin_8,12209,529,11680,0.5725108225108225,0.7036144578313253,-0.2061989218209681,0.027033428249897056
