bin,count,bads,goods,dist_bad,dist_good,woe,iv_component
bin_1,5442,465,4977,0.5032467532467533,0.29981927710843376,0.5179007294317525,0.1053552382784961
bin_3,3627,186,3441,0.2012987012987013,0.20728915662650602,-0.02932482938132864,0.0001756690804043441
bin_5,8455,273,8182,0.29545454545454547,0.49289156626506025,-0.5117742006014337,0.10104317349442984
