threshold,TP,FP,TN,FN,precision,recall,f1,approve_rate,name,note
0.5514528368340634,123,470,2850,62,0.20741989881956155,0.6648648648648648,0.3161953727506427,0.16918687589158346,KS_max,
0.7907863574732759,94,139,3181,91,0.4034334763948498,0.5081081081081081,0.44976076555023925,0.06647646219686162,F1_max,
0.69602130042971,103,240,3080,82,0.30029154518950435,0.5567567567567567,0.39015151515151514,0.0978601997146933,Prec>=30%,
0.0050092299254757,185,3320,0,0,0.052781740370898715,1.0,0.1002710027100271,1.0,Recall>=60%,
0.6904933364020411,103,248,3072,82,0.2934472934472934,0.5567567567567567,0.3843283582089552,0.10014265335235378,Top10%_score,
